pathogen	strain	composition	shape_np	coating	coating_n	mono_poly	molar_mass	molar_volumes	electronegativities	polarizabilities	size_np	time	references	f(n,c,j,s)obs	concentration	biological_activity
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC25923	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC6538P	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC25922	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Escherichia coli	ATCC10536	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC6538	Ag	Spherical	Glutathione	Single	Monomer	107.868	10.300	1.930	7.900	7	24	Langmuir 2012; 28 (21) 8140–8148	0	MIC (uM)	1668.71
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Staphylococcus aureus	ATCC9144	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	1535.48
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Escherichia coli	ATCC8739	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1297.88
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC29213	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC25923	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Staphylococcus aureus	ATCC6538P	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
Escherichia coli	K-12	Ag	Spherical	N/A	None	None	107.868	10.300	1.930	7.900	3.32	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	1112.47
